packet_version_number,packet_type,secondary_header_flag,application_process_id_process_id,application_process_id_packet_category,sequence_flags,sequence_count,data_length,coarse_time,fine_time,sync_marker,data_take_id,ecc_number,ignore_0,test_mode,rx_channel_id,instrument_configuration_id,sub_commutated_index,sub_commutated_data,space_packet_count,pri_count,error_flag,ignore_1,baq_mode,baq_block_length,ignore_2,range_decimation,rx_gain,tx_ramp_rate_polarity,tx_ramp_rate_magnitude,tx_pulse_start_frequency_polarity,tx_pulse_start_frequency_magnitude,tx_pulse_length,ignore_3,rank,pulse_repetition_interval,sampling_window_start_time,sampling_window_length,sab_ssb_calibration_p,sab_ssb_polarisation,sab_ssb_temp_comp,sab_ssb_ignore_0,sab_ssb_elevation_beam_address,sab_ssb_ignore_1,sab_ssb_azimuth_beam_address,ses_ssb_cal_mode,ses_ssb_ignore_0,ses_ssb_tx_pulse_number,ses_ssb_signal_type,ses_ssb_ignore_1,ses_ssb_swap,ses_ssb_swath_number,number_of_quads,ignore_4,azi,baq_n,baqmod,cal_iter,ele_count,cal_mode,cal_p,cal_type,data_delay,offset,packet_idx,pol,rgdec,rx,signal_type,swath,swl,swst,tstmod,txpl,txpl_,txprr,txprr_,txpsf
0,0,1,65,12,3,60,11765,1366374708,362,892270675,194628384,11,0,0,1,7,61,21589,60,3855,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,52,0,1,1,7,4406,871248,60,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,61,11765,1366374708,398,892270675,194628384,11,0,0,1,7,62,22353,61,3856,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,53,0,1,1,7,4406,883020,61,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,62,11765,1366374708,433,892270675,194628384,11,0,0,1,7,63,20559,62,3857,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,54,0,1,1,7,4406,894792,62,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,63,11765,1366374708,468,892270675,194628384,11,0,0,1,7,64,90,63,3858,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,55,0,1,1,7,4406,906564,63,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,64,11765,1366374708,503,892270675,194628384,11,0,0,1,7,1,49426,64,3859,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,56,0,1,1,7,4406,918336,64,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,65,11765,1366374708,538,892270675,194628384,11,0,0,1,7,2,7931,65,3860,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,57,0,1,1,7,4406,930108,65,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,66,11765,1366374708,573,892270675,194628384,11,0,0,1,7,3,20714,66,3861,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,58,0,1,1,7,4406,941880,66,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,67,11765,1366374708,608,892270675,194628384,11,0,0,1,7,4,63149,67,3862,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,59,0,1,1,7,4406,953652,67,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,68,11765,1366374708,643,892270675,194628384,11,0,0,1,7,5,49495,68,3863,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,60,0,1,1,7,4406,965424,68,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,69,11765,1366374708,678,892270675,194628384,11,0,0,1,7,6,22723,69,3864,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,61,0,1,1,7,4406,977196,69,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,70,11765,1366374708,713,892270675,194628384,11,0,0,1,7,7,61959,70,3865,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,62,0,1,1,7,4406,988968,70,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,71,11765,1366374708,748,892270675,194628384,11,0,0,1,7,8,61135,71,3866,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,63,0,1,1,7,4406,1000740,71,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,72,11765,1366374708,783,892270675,194628384,11,0,0,1,7,9,16714,72,3867,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,64,0,1,1,7,4406,1012512,72,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,73,11765,1366374708,818,892270675,194628384,11,0,0,1,7,10,61514,73,3868,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,65,0,1,1,7,4406,1024284,73,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,74,11765,1366374708,853,892270675,194628384,11,0,0,1,7,11,40914,74,3869,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,66,0,1,1,7,4406,1036056,74,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,75,11765,1366374708,888,892270675,194628384,11,0,0,1,7,12,14150,75,3870,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,67,0,1,1,7,4406,1047828,75,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,76,11765,1366374708,923,892270675,194628384,11,0,0,1,7,13,50408,76,3871,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,68,0,1,1,7,4406,1059600,76,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,77,11765,1366374708,958,892270675,194628384,11,0,0,1,7,14,9931,77,3872,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,69,0,1,1,7,4406,1071372,77,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,78,11765,1366374708,993,892270675,194628384,11,0,0,1,7,15,50530,78,3873,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,70,0,1,1,7,4406,1083144,78,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,79,11765,1366374708,1028,892270675,194628384,11,0,0,1,7,16,23663,79,3874,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,71,0,1,1,7,4406,1094916,79,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,80,11765,1366374708,1063,892270675,194628384,11,0,0,1,7,17,50632,80,3875,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,72,0,1,1,7,4406,1106688,80,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,81,11765,1366374708,1098,892270675,194628384,11,0,0,1,7,18,26600,81,3876,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,73,0,1,1,7,4406,1118460,81,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,82,11765,1366374708,1133,892270675,194628384,11,0,0,1,7,19,81,82,3877,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,74,0,1,1,7,4406,1130232,82,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,83,11765,1366374708,1168,892270675,194628384,11,0,0,1,7,20,28985,83,3878,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,75,0,1,1,7,4406,1142004,83,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,84,11765,1366374708,1203,892270675,194628384,11,0,0,1,7,21,13056,84,3879,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,76,0,1,1,7,4406,1153776,84,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,85,11765,1366374708,1238,892270675,194628384,11,0,0,1,7,22,0,85,3880,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,77,0,1,1,7,4406,1165548,85,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,86,11765,1366374708,1273,892270675,194628384,11,0,0,1,7,23,48324,86,3881,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,78,0,1,1,7,4406,1177320,86,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,87,11765,1366374708,1308,892270675,194628384,11,0,0,1,7,24,63701,87,3882,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,79,0,1,1,7,4406,1189092,87,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,88,11765,1366374708,1343,892270675,194628384,11,0,0,1,7,25,48959,88,3883,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,80,0,1,1,7,4406,1200864,88,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,89,11765,1366374708,1378,892270675,194628384,11,0,0,1,7,26,9015,89,3884,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,81,0,1,1,7,4406,1212636,89,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,90,11765,1366374708,1413,892270675,194628384,11,0,0,1,7,27,16041,90,3885,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,82,0,1,1,7,4406,1224408,90,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,91,11765,1366374708,1449,892270675,194628384,11,0,0,1,7,28,50851,91,3886,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,83,0,1,1,7,4406,1236180,91,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,92,11765,1366374708,1484,892270675,194628384,11,0,0,1,7,29,16147,92,3887,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,84,0,1,1,7,4406,1247952,92,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,93,11765,1366374708,1519,892270675,194628384,11,0,0,1,7,30,33286,93,3888,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,85,0,1,1,7,4406,1259724,93,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,94,11765,1366374708,1554,892270675,194628384,11,0,0,1,7,31,47260,94,3889,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,86,0,1,1,7,4406,1271496,94,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,95,11765,1366374708,1589,892270675,194628384,11,0,0,1,7,32,13843,95,3890,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,87,0,1,1,7,4406,1283268,95,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,96,11765,1366374708,1624,892270675,194628384,11,0,0,1,7,33,47732,96,3891,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,88,0,1,1,7,4406,1295040,96,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,97,11765,1366374708,1659,892270675,194628384,11,0,0,1,7,34,54124,97,3892,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,89,0,1,1,7,4406,1306812,97,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,98,11765,1366374708,1694,892270675,194628384,11,0,0,1,7,35,47619,98,3893,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,90,0,1,1,7,4406,1318584,98,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,99,11765,1366374708,1729,892270675,194628384,11,0,0,1,7,36,43376,99,3894,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,91,0,1,1,7,4406,1330356,99,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,100,11765,1366374708,1764,892270675,194628384,11,0,0,1,7,37,81,100,3895,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,92,0,1,1,7,4406,1342128,100,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,101,11765,1366374708,1799,892270675,194628384,11,0,0,1,7,38,28985,101,3896,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,93,0,1,1,7,4406,1353900,101,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,102,11765,1366374708,1834,892270675,194628384,11,0,0,1,7,39,13024,102,3897,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,94,0,1,1,7,4406,1365672,102,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,103,11765,1366374708,1869,892270675,194628384,11,0,0,1,7,40,0,103,3898,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,95,0,1,1,7,4406,1377444,103,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,104,11765,1366374708,1904,892270675,194628384,11,0,0,1,7,41,1280,104,3899,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,96,0,1,1,7,4406,1389216,104,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,105,11765,1366374708,1939,892270675,194628384,11,0,0,1,7,42,192,105,3900,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,97,0,1,1,7,4406,1400988,105,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,106,11765,1366374708,1974,892270675,194628384,11,0,0,1,7,43,21588,106,3901,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,98,0,1,1,7,4406,1412760,106,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,107,11765,1366374708,2009,892270675,194628384,11,0,0,1,7,44,22610,107,3902,0,0,0,31,0,1,0,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,15,0,0,1,0,0,15,0,0,50,2340,0,0,31,0,99,0,1,1,7,4406,1424532,107,7,1,1,15,50,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,108,11765,1366374708,2394,892270675,194628384,11,0,0,1,7,45,21077,108,3913,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,100,0,1,1,1,4406,1436304,108,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,109,11765,1366374708,2429,892270675,194628384,11,0,0,1,7,46,21331,109,3914,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,101,0,1,1,1,4406,1448076,109,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,110,11765,1366374708,2464,892270675,194628384,11,0,0,1,7,47,24661,110,3915,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,102,0,1,1,1,4406,1459848,110,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,111,11765,1366374708,2500,892270675,194628384,11,0,0,1,7,48,21850,111,3916,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,103,0,1,1,1,4406,1471620,111,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,112,11765,1366374708,2535,892270675,194628384,11,0,0,1,7,49,21589,112,3917,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,104,0,1,1,1,4406,1483392,112,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,113,11765,1366374708,2570,892270675,194628384,11,0,0,1,7,50,24919,113,3918,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,105,0,1,1,1,4406,1495164,113,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,114,11765,1366374708,2605,892270675,194628384,11,0,0,1,7,51,22360,114,3919,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,106,0,1,1,1,4406,1506936,114,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,115,11765,1366374708,2640,892270675,194628384,11,0,0,1,7,52,22616,115,3920,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,107,0,1,1,1,4406,1518708,115,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,116,11765,1366374708,2675,892270675,194628384,11,0,0,1,7,53,23634,116,3921,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,108,0,1,1,1,4406,1530480,116,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,117,11765,1366374708,2710,892270675,194628384,11,0,0,1,7,54,21080,117,3922,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,109,0,1,1,1,4406,1542252,117,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,118,11765,1366374708,2745,892270675,194628384,11,0,0,1,7,55,21845,118,3923,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,110,0,1,1,1,4406,1554024,118,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,119,11765,1366374708,2780,892270675,194628384,11,0,0,1,7,56,24661,119,3924,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,111,0,1,1,1,4406,1565796,119,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,120,11765,1366374708,2815,892270675,194628384,11,0,0,1,7,57,21853,120,3925,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,112,0,1,1,1,4406,1577568,120,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,121,11765,1366374708,2850,892270675,194628384,11,0,0,1,7,58,20047,121,3926,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,113,0,1,1,1,4406,1589340,121,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,122,11765,1366374708,2885,892270675,194628384,11,0,0,1,7,59,24402,122,3927,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,114,0,1,1,1,4406,1601112,122,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,123,11765,1366374708,2920,892270675,194628384,11,0,0,1,7,60,21077,123,3928,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,115,0,1,1,1,4406,1612884,123,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,124,11765,1366374708,2955,892270675,194628384,11,0,0,1,7,61,21589,124,3929,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,116,0,1,1,1,4406,1624656,124,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,125,11765,1366374708,2990,892270675,194628384,11,0,0,1,7,62,22353,125,3930,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,117,0,1,1,1,4406,1636428,125,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,126,11765,1366374708,3025,892270675,194628384,11,0,0,1,7,63,20559,126,3931,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,118,0,1,1,1,4406,1648200,126,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,127,11765,1366374708,3060,892270675,194628384,11,0,0,1,7,64,90,127,3932,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,0,1,0,0,9,0,0,0,2340,0,0,31,0,119,0,1,1,1,4406,1659972,127,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
0,0,1,65,12,3,128,11765,1366374708,3095,892270675,194628384,11,0,0,1,7,1,49426,128,3933,0,0,0,31,0,1,12,1,2869,0,19125,1706,0,9,20065,4366,1806,1,7,0,0,9,0,2,1,0,0,9,0,0,0,2340,0,2,31,0,120,0,1,1,1,4406,1671744,128,7,1,1,9,0,1806,4366,0,45.4512,1706,-1.92738,-2869,43.8013
